Entity,Code,Year,Low-carbon energy (TWh - equivalent)
CIS (EI),,2015,1096.5875
CIS (EI),,2016,1148.1335
CIS (EI),,2017,1171.8752
CIS (EI),,2018,1179.126
CIS (EI),,2019,1201.137
CIS (EI),,2020,1264.5149
CIS (EI),,2021,1301.4152
CIS (EI),,2022,1263.1808
Canada,CAN,1965,349.54813
Canada,CAN,1966,387.85364
Canada,CAN,1967,396.44598
Canada,CAN,1968,405.34674
Canada,CAN,1969,446.93597
Canada,CAN,1970,470.55188
Canada,CAN,1971,492.50308
Canada,CAN,1972,557.56586
Canada,CAN,1973,618.8732
Canada,CAN,1974,664.6402
Canada,CAN,1975,634.36914
Canada,CAN,1976,680.5941
Canada,CAN,1977,729.1306
Canada,CAN,1978,787.7933
Canada,CAN,1979,826.23865
Canada,CAN,1980,854.7081
Canada,CAN,1981,906.3529
Canada,CAN,1982,877.907
Canada,CAN,1983,931.0045
Canada,CAN,1984,1001.6695
Canada,CAN,1985,1074.9604
Canada,CAN,1986,1126.7219
Canada,CAN,1987,1161.6302
Canada,CAN,1988,1152.1538
Canada,CAN,1989,1095.0217
Canada,CAN,1990,1092.5663
Canada,CAN,1991,1160.6482
Canada,CAN,1992,1173.4656
Canada,CAN,1993,1233.0356
Canada,CAN,1994,1291.7998
Canada,CAN,1995,1286.4872
Canada,CAN,1996,1334.1561
Canada,CAN,1997,1289.868
Canada,CAN,1998,1209.959
Canada,CAN,1999,1257.7529
Canada,CAN,2000,1290.9124
Canada,CAN,2001,1222.0897
Canada,CAN,2002,1264.404
Canada,CAN,2003,1215.6283
Canada,CAN,2004,1259.0947
Canada,CAN,2005,1323.3231
Canada,CAN,2006,1307.3682
Canada,CAN,2007,1336.387
Canada,CAN,2008,1363.3865
Canada,CAN,2009,1325.7219
Canada,CAN,2010,1283.284
Canada,CAN,2011,1361.5916
Canada,CAN,2012,1380.7046
Canada,CAN,2013,1427.5951
Canada,CAN,2014,1407.0754
Canada,CAN,2015,1423.5991
Canada,CAN,2016,1440.4874
Canada,CAN,2017,1459.6178
Canada,CAN,2018,1431.6177
Canada,CAN,2019,1415.6409
Canada,CAN,2020,1419.8694
Canada,CAN,2021,1393.2659
Canada,CAN,2022,1419.7478
Central America (EI),,1965,4.0096774
Central America (EI),,1966,4.414785
Central America (EI),,1967,4.985484
Central America (EI),,1968,5.5147853
Central America (EI),,1969,6.250896
Central America (EI),,1970,7.049113
Central America (EI),,1971,7.335445
Central America (EI),,1972,7.975492
Central America (EI),,1973,8.3010025
Central America (EI),,1974,9.252001
Central America (EI),,1975,9.233094
Central America (EI),,1976,10.811789
Central America (EI),,1977,10.7028475
Central America (EI),,1978,13.968073
Central America (EI),,1979,16.236273
Central America (EI),,1980,18.433422
Central America (EI),,1981,20.320223
Central America (EI),,1982,20.015015
Central America (EI),,1983,21.334394
Central America (EI),,1984,24.220165
Central America (EI),,1985,26.32939
Central America (EI),,1986,30.09278
Central America (EI),,1987,31.304848
Central America (EI),,1988,33.10117
Central America (EI),,1989,36.373024
Central America (EI),,1990,38.03819
Central America (EI),,1991,37.44342
Central America (EI),,1992,37.24075
Central America (EI),,1993,40.60575
Central America (EI),,1994,39.314102
Central America (EI),,1995,39.049828
Central America (EI),,1996,44.29619
Central America (EI),,1997,43.44026
Central America (EI),,1998,42.91359
Central America (EI),,1999,51.732784
Central America (EI),,2000,54.169106
Central America (EI),,2001,49.677933
Central America (EI),,2002,52.613163
Central America (EI),,2003,54.67746
Central America (EI),,2004,57.682156
Central America (EI),,2005,61.397194
Central America (EI),,2006,64.4615
Central America (EI),,2007,65.18883
Central America (EI),,2008,71.13372
Central America (EI),,2009,69.15582
Central America (EI),,2010,77.59615
Central America (EI),,2011,77.06649
Central America (EI),,2012,83.83011
Central America (EI),,2013,84.249084
Central America (EI),,2014,86.576195
Central America (EI),,2015,93.70675
Central America (EI),,2016,98.70806
Central America (EI),,2017,109.44392
Central America (EI),,2018,114.43495
Central America (EI),,2019,104.226204
Central America (EI),,2020,115.37214
Central America (EI),,2021,125.94213
Central America (EI),,2022,128.41501
Chile,CHL,1965,11.691936
Chile,CHL,1966,12.324731
Chile,CHL,1967,12.581988
Chile,CHL,1968,10.541667
Chile,CHL,1969,11.898925
Chile,CHL,1970,12.735752
Chile,CHL,1971,14.430847
Chile,CHL,1972,17.125504
Chile,CHL,1973,16.707155
Chile,CHL,1974,18.96512
Chile,CHL,1975,19.05205
Chile,CHL,1976,19.746202
Chile,CHL,1977,20.862635
Chile,CHL,1978,21.73162
Chile,CHL,1979,22.323723
Chile,CHL,1980,23.609644
Chile,CHL,1981,24.450603
Chile,CHL,1982,26.795933
Chile,CHL,1983,29.089516
Chile,CHL,1984,30.1376
Chile,CHL,1985,33.35635
Chile,CHL,1986,35.875
Chile,CHL,1987,38.78256
Chile,CHL,1988,38.17772
Chile,CHL,1989,32.200233
Chile,CHL,1990,29.513798
Chile,CHL,1991,42.139534
Chile,CHL,1992,55.064453
Chile,CHL,1993,56.497787
Chile,CHL,1994,55.92713
Chile,CHL,1995,60.44738
Chile,CHL,1996,55.44271
Chile,CHL,1997,61.578693
Chile,CHL,1998,50.83244
Chile,CHL,1999,44.775738
Chile,CHL,2000,60.811592
Chile,CHL,2001,69.08429
Chile,CHL,2002,73.384766
Chile,CHL,2003,70.98259
Chile,CHL,2004,66.92411
Chile,CHL,2005,78.96732
Chile,CHL,2006,84.8712
Chile,CHL,2007,71.792366
Chile,CHL,2008,79.75075
Chile,CHL,2009,81.366165
Chile,CHL,2010,72.19143
Chile,CHL,2011,71.28386
Chile,CHL,2012,75.50318
Chile,CHL,2013,77.772896
Chile,CHL,2014,83.51232
Chile,CHL,2015,90.737686
Chile,CHL,2016,87.56232
Chile,CHL,2017,100.50987
Chile,CHL,2018,113.94959
Chile,CHL,2019,111.21159
Chile,CHL,2020,114.42176
Chile,CHL,2021,116.141685
Chile,CHL,2022,139.67516
China,CHN,1965,65.34059
China,CHN,1966,66.490585
China,CHN,1967,57.316765
China,CHN,1968,67.62751
China,CHN,1969,68.777504
China,CHN,1970,71.07749
China,CHN,1971,85.97514
China,CHN,1972,97.43588
China,CHN,1973,108.89662
China,CHN,1974,123.23235
China,CHN,1975,128.95619
China,CHN,1976,130.68118
China,CHN,1977,136.41808
China,CHN,1978,127.81926
China,CHN,1979,143.5794
China,CHN,1980,172.1594
China,CHN,1981,193.72179
China,CHN,1982,220.04097
China,CHN,1983,255.53398
China,CHN,1984,256.7101
China,CHN,1985,273.189
China,CHN,1986,279.5793
China,CHN,1987,295.77072
China,CHN,1988,322.80865
China,CHN,1989,350.1341
China,CHN,1990,374.97653
China,CHN,1991,368.92078
China,CHN,1992,387.1576
China,CHN,1993,454.53238
China,CHN,1994,539.5352
China,CHN,1995,611.3818
China,CHN,1996,601.6689
China,CHN,1997,629.69055
China,CHN,1998,637.09534
China,CHN,1999,633.1598
China,CHN,2000,715.0248
China,CHN,2001,874.6018
China,CHN,2002,923.2993
China,CHN,2003,959.1881
China,CHN,2004,1176.2437
China,CHN,2005,1313.8207
China,CHN,2006,1435.3793
China,CHN,2007,1601.0345
China,CHN,2008,2075.6602
China,CHN,2009,2071.3403
China,CHN,2010,2411.8362
China,CHN,2011,2450.5698
China,CHN,2012,3038.792
China,CHN,2013,3324.179
China,CHN,2014,3898.6572
China,CHN,2015,4249.0244
China,CHN,2016,4684.5117
China,CHN,2017,5138.5654
China,CHN,2018,5689.863
China,CHN,2019,6285.502
China,CHN,2020,6760.6323
China,CHN,2021,7554.3613
China,CHN,2022,8137.8574
Colombia,COL,1965,10.479421
Colombia,COL,1966,11.642315
Colombia,COL,1967,12.978976
Colombia,COL,1968,14.462669
Colombia,COL,1969,16.080029
Colombia,COL,1970,17.897888
Colombia,COL,1971,18.993948
Colombia,COL,1972,21.03904
Colombia,COL,1973,22.896997
Colombia,COL,1974,25.99805
Colombia,COL,1975,29.381632
Colombia,COL,1976,30.88424
Colombia,COL,1977,31.518799
Colombia,COL,1978,36.35271
Colombia,COL,1979,39.897125
Colombia,COL,1980,43.44431
Colombia,COL,1981,42.8592
Colombia,COL,1982,45.79759
Colombia,COL,1983,46.183407
Colombia,COL,1984,51.497456
Colombia,COL,1985,55.38148
Colombia,COL,1986,63.93043
Colombia,COL,1987,69.5983
Colombia,COL,1988,73.378265
Colombia,COL,1989,80.0691
Colombia,COL,1990,82.1796
Colombia,COL,1991,82.84442
Colombia,COL,1992,66.968796
Colombia,COL,1993,83.612816
Colombia,COL,1994,96.21365
Colombia,COL,1995,96.115
Colombia,COL,1996,105.92846
Colombia,COL,1997,94.61531
Colombia,COL,1998,92.71936
Colombia,COL,1999,101.11132
Colombia,COL,2000,92.7105
Colombia,COL,2001,94.52122
Colombia,COL,2002,100.728035
Colombia,COL,2003,106.51464
Colombia,COL,2004,112.11738
Colombia,COL,2005,114.24242
Colombia,COL,2006,124.48446
Colombia,COL,2007,128.53342
Colombia,COL,2008,133.19057
Colombia,COL,2009,121.11475
Colombia,COL,2010,121.46274
Colombia,COL,2011,144.87357
Colombia,COL,2012,142.60588
Colombia,COL,2013,132.96927
Colombia,COL,2014,134.81253
Colombia,COL,2015,134.3141
Colombia,COL,2016,139.63675
Colombia,COL,2017,166.51483
Colombia,COL,2018,166.00272
Colombia,COL,2019,161.43018
Colombia,COL,2020,148.70306
Colombia,COL,2021,178.09984
Colombia,COL,2022,188.00679
Croatia,HRV,1990,11.618233
Croatia,HRV,1991,16.370174
Croatia,HRV,1992,12.8793955
Croatia,HRV,1993,13.514361
Croatia,HRV,1994,16.090094
Croatia,HRV,1995,16.832708
Croatia,HRV,1996,23.27865
Croatia,HRV,1997,17.311634
Croatia,HRV,1998,17.833946
Croatia,HRV,1999,21.69518
Croatia,HRV,2000,19.084349
Croatia,HRV,2001,21.094494
Croatia,HRV,2002,17.079268
Croatia,HRV,2003,15.828297
Croatia,HRV,2004,21.99574
Croatia,HRV,2005,20.218872
Croatia,HRV,2006,18.91722
Croatia,HRV,2007,13.441063
Croatia,HRV,2008,16.46267
Croatia,HRV,2009,20.995983
Croatia,HRV,2010,25.822374
Croatia,HRV,2011,14.649388
Croatia,HRV,2012,14.799333
Croatia,HRV,2013,25.705479
Croatia,HRV,2014,27.339386
Croatia,HRV,2015,20.635973
Croatia,HRV,2016,22.622921
Croatia,HRV,2017,19.222336
Croatia,HRV,2018,26.558393
Croatia,HRV,2019,23.20829
Croatia,HRV,2020,23.762774
Croatia,HRV,2021,29.234947
Croatia,HRV,2022,25.465202
Cyprus,CYP,1965,0
Cyprus,CYP,1966,0
Cyprus,CYP,1967,0
Cyprus,CYP,1968,0
Cyprus,CYP,1969,0
Cyprus,CYP,1970,0
Cyprus,CYP,1971,0
Cyprus,CYP,1972,0
Cyprus,CYP,1973,0
Cyprus,CYP,1974,0
Cyprus,CYP,1975,0
Cyprus,CYP,1976,0
Cyprus,CYP,1977,0
Cyprus,CYP,1978,0
Cyprus,CYP,1979,0
Cyprus,CYP,1980,0
Cyprus,CYP,1981,0
Cyprus,CYP,1982,0
Cyprus,CYP,1983,0
Cyprus,CYP,1984,0
Cyprus,CYP,1985,0
Cyprus,CYP,1986,0
Cyprus,CYP,1987,0
Cyprus,CYP,1988,0
Cyprus,CYP,1989,0
Cyprus,CYP,1990,0
Cyprus,CYP,1991,0
Cyprus,CYP,1992,0
Cyprus,CYP,1993,0
Cyprus,CYP,1994,0
Cyprus,CYP,1995,0
Cyprus,CYP,1996,0
Cyprus,CYP,1997,0
Cyprus,CYP,1998,0
Cyprus,CYP,1999,0
Czechia,CZE,1965,6.5993996
Czechia,CZE,1966,6.220424
Czechia,CZE,1967,5.606222
Czechia,CZE,1968,4.3386154
Czechia,CZE,1969,3.54146
Czechia,CZE,1970,5.057362
Czechia,CZE,1971,3.572043
Czechia,CZE,1972,3.7376344
Czechia,CZE,1973,3.196505
Czechia,CZE,1974,5.378763
Czechia,CZE,1975,5.363978
Czechia,CZE,1976,4.2758064
Czechia,CZE,1977,5.8163977
Czechia,CZE,1978,5.41129
Czechia,CZE,1979,6.7803764
Czechia,CZE,1980,7.093817
Czechia,CZE,1981,6.094355
Czechia,CZE,1982,4.938172
Czechia,CZE,1983,5.46132
Czechia,CZE,1984,7.3538527
Czechia,CZE,1985,11.742652
Czechia,CZE,1986,22.995192
Czechia,CZE,1987,37.653225
Czechia,CZE,1988,39.734795
Czechia,CZE,1989,40.094593
Czechia,CZE,1990,39.143185
Czechia,CZE,1991,37.64489
Czechia,CZE,1992,38.925137
Czechia,CZE,1993,40.434006
Czechia,CZE,1994,42.24573
Czechia,CZE,1995,42.099705
Czechia,CZE,1996,43.47158
Czechia,CZE,1997,42.42739
Czechia,CZE,1998,43.80304
Czechia,CZE,1999,45.542595
Czechia,CZE,2000,46.13096
Czechia,CZE,2001,49.807755
Czechia,CZE,2002,62.10263
Czechia,CZE,2003,78.292274
Czechia,CZE,2004,81.27793
Czechia,CZE,2005,77.18696
Czechia,CZE,2006,81.65693
Czechia,CZE,2007,81.312775
Czechia,CZE,2008,83.90904
Czechia,CZE,2009,88.92237
Czechia,CZE,2010,94.54564
Czechia,CZE,2011,99.514534
Czechia,CZE,2012,106.61676
Czechia,CZE,2013,110.89107
Czechia,CZE,2014,109.62612
Czechia,CZE,2015,100.58348
Czechia,CZE,2016,93.03568
Czechia,CZE,2017,104.25962
Czechia,CZE,2018,107.06851
Czechia,CZE,2019,109.68687
Czechia,CZE,2020,110.02301
Czechia,CZE,2021,112.058365
Czechia,CZE,2022,112.08157
Denmark,DNK,1965,0.07392472
Denmark,DNK,1966,0.07688166
Denmark,DNK,1967,0.07392472
Denmark,DNK,1968,0.062096667
Denmark,DNK,1969,0.06505389
Denmark,DNK,1970,0.07096777
Denmark,DNK,1971,0.07096777
Denmark,DNK,1972,0.07096777
Denmark,DNK,1973,0.07096777
Denmark,DNK,1974,0.07096777
Denmark,DNK,1975,0.062096667
Denmark,DNK,1976,0.056182776
Denmark,DNK,1977,0.07688166
Denmark,DNK,1978,0.088709585
Denmark,DNK,1979,0.10349472
Denmark,DNK,1980,0.13188167
Denmark,DNK,1981,0.13602138
Denmark,DNK,1982,0.14430083
Denmark,DNK,1983,0.2845364
Denmark,DNK,1984,0.29281583
Denmark,DNK,1985,0.35473108
Denmark,DNK,1986,0.61877024
Denmark,DNK,1987,0.79558474
Denmark,DNK,1988,1.2149194
Denmark,DNK,1989,1.736707
Denmark,DNK,1990,2.5578089
Denmark,DNK,1991,3.3968077
Denmark,DNK,1992,4.4518747
Denmark,DNK,1993,5.46336
Denmark,DNK,1994,5.288903
Denmark,DNK,1995,5.635707
Denmark,DNK,1996,6.341975
Denmark,DNK,1997,8.891657
Denmark,DNK,1998,11.86202
Denmark,DNK,1999,13.259739
Denmark,DNK,2000,16.782639
Denmark,DNK,2001,17.559986
Denmark,DNK,2002,20.330074
Denmark,DNK,2003,24.152138
Denmark,DNK,2004,28.343622
Denmark,DNK,2005,29.142086
Denmark,DNK,2006,27.297432
Denmark,DNK,2007,30.343483
Denmark,DNK,2008,29.643019
Denmark,DNK,2009,29.541565
Denmark,DNK,2010,36.73653
Denmark,DNK,2011,42.516926
Denmark,DNK,2012,45.159946
Denmark,DNK,2013,48.025864
Denmark,DNK,2014,53.410965
Denmark,DNK,2015,55.715622
Denmark,DNK,2016,54.315956
Denmark,DNK,2017,63.94792
Denmark,DNK,2018,60.734573
Denmark,DNK,2019,66.85457
Denmark,DNK,2020,67.89104
Denmark,DNK,2021,76.325
Denmark,DNK,2022,81.522026
Eastern Africa (EI),,1965,17.882498
Eastern Africa (EI),,1966,21.194448
Eastern Africa (EI),,1967,20.730467
Eastern Africa (EI),,1968,21.283768
Eastern Africa (EI),,1969,23.395409
Eastern Africa (EI),,1970,33.532246
Eastern Africa (EI),,1971,26.728498
Eastern Africa (EI),,1972,32.61082
Eastern Africa (EI),,1973,33.68546
Eastern Africa (EI),,1974,42.623062
Eastern Africa (EI),,1975,45.337036
Eastern Africa (EI),,1976,49.977036
Eastern Africa (EI),,1977,56.932796
Eastern Africa (EI),,1978,54.426785
Eastern Africa (EI),,1979,58.988407
Eastern Africa (EI),,1980,53.991188
Eastern Africa (EI),,1981,56.38905
Eastern Africa (EI),,1982,58.504303
Eastern Africa (EI),,1983,57.908806
Eastern Africa (EI),,1984,56.461853
Eastern Africa (EI),,1985,58.95273
Eastern Africa (EI),,1986,57.56463
Eastern Africa (EI),,1987,50.410217
Eastern Africa (EI),,1988,56.801064
Eastern Africa (EI),,1989,55.021084
Eastern Africa (EI),,1990,65.27184
Eastern Africa (EI),,1991,66.46559
Eastern Africa (EI),,1992,60.220367
Eastern Africa (EI),,1993,62.877037
Eastern Africa (EI),,1994,62.936836
Eastern Africa (EI),,1995,63.905167
Eastern Africa (EI),,1996,64.05463
Eastern Africa (EI),,1997,67.307365
Eastern Africa (EI),,1998,85.939766
Eastern Africa (EI),,1999,90.3494
Eastern Africa (EI),,2000,96.01199
Eastern Africa (EI),,2001,107.77668
Eastern Africa (EI),,2002,115.69168
Eastern Africa (EI),,2003,117.24149
Eastern Africa (EI),,2004,119.00988
Eastern Africa (EI),,2005,121.96513
Eastern Africa (EI),,2006,128.22202
Eastern Africa (EI),,2007,138.04424
Eastern Africa (EI),,2008,135.94812
Eastern Africa (EI),,2009,142.46404
Eastern Africa (EI),,2010,159.09608
Eastern Africa (EI),,2011,163.20682
Eastern Africa (EI),,2012,169.85017
Eastern Africa (EI),,2013,180.46767
Eastern Africa (EI),,2014,194.56079
Eastern Africa (EI),,2015,196.8584
Eastern Africa (EI),,2016,187.26083
Eastern Africa (EI),,2017,194.13123
Eastern Africa (EI),,2018,204.47623
Eastern Africa (EI),,2019,209.52115
Eastern Africa (EI),,2020,220.12306
Eastern Africa (EI),,2021,232.69196
Eastern Africa (EI),,2022,241.18584
Ecuador,ECU,1965,0.7362903
Ecuador,ECU,1966,0.84274197
Ecuador,ECU,1967,0.9284947
Ecuador,ECU,1968,0.9698925
Ecuador,ECU,1969,1.0763441
Ecuador,ECU,1970,1.1975806
Ecuador,ECU,1971,1.3010752
Ecuador,ECU,1972,1.3158602
Ecuador,ECU,1973,1.2862902
Ecuador,ECU,1974,1.4784948
Ecuador,ECU,1975,1.8569891
Ecuador,ECU,1976,1.7889782
Ecuador,ECU,1977,1.65
Ecuador,ECU,1978,2.3389785
Ecuador,ECU,1979,2.0965054
Ecuador,ECU,1980,2.5784945
Ecuador,ECU,1981,2.3034947
Ecuador,ECU,1982,2.6465054
Ecuador,ECU,1983,5.0889783
Ecuador,ECU,1984,9.559946
Ecuador,ECU,1985,9.695967
Ecuador,ECU,1986,11.8634405
Ecuador,ECU,1987,13.51344
Ecuador,ECU,1988,14.27043
Ecuador,ECU,1989,14.648925
Ecuador,ECU,1990,14.745582
Ecuador,ECU,1991,15.009443
Ecuador,ECU,1992,14.706825
Ecuador,ECU,1993,17.180513
Ecuador,ECU,1994,19.413454
Ecuador,ECU,1995,15.259694
Ecuador,ECU,1996,18.75741
Ecuador,ECU,1997,19.321491
Ecuador,ECU,1998,19.238455
Ecuador,ECU,1999,21.2215
Ecuador,ECU,2000,22.506329
Ecuador,ECU,2001,20.772078
Ecuador,ECU,2002,21.962057
Ecuador,ECU,2003,20.824099
Ecuador,ECU,2004,21.368282
Ecuador,ECU,2005,20.036217
Ecuador,ECU,2006,20.750978
Ecuador,ECU,2007,26.256138
Ecuador,ECU,2008,32.407547
Ecuador,ECU,2009,26.464054
Ecuador,ECU,2010,24.762468
Ecuador,ECU,2011,31.632452
Ecuador,ECU,2012,34.53953
Ecuador,ECU,2013,31.225092
Ecuador,ECU,2014,32.630745
Ecuador,ECU,2015,37.02574
Ecuador,ECU,2016,44.411785
Ecuador,ECU,2017,55.455624
Ecuador,ECU,2018,56.59321
Ecuador,ECU,2019,66.99889
Ecuador,ECU,2020,65.84613
Ecuador,ECU,2021,68.66867
Ecuador,ECU,2022,65.90904
Egypt,EGY,1965,5.1227026
Egypt,EGY,1966,5.397133
Egypt,EGY,1967,5.8153124
Egypt,EGY,1968,8.873252
Egypt,EGY,1969,11.80051
Egypt,EGY,1970,13.865273
Egypt,EGY,1971,14.923791
Egypt,EGY,1972,15.263562
Egypt,EGY,1973,15.237425
Egypt,EGY,1974,18.086275
Egypt,EGY,1975,20.085697
Egypt,EGY,1976,23.66636
Egypt,EGY,1977,26.7243
Egypt,EGY,1978,29.364061
Egypt,EGY,1979,28.410088
Egypt,EGY,1980,28.985086
Egypt,EGY,1981,30.20042
Egypt,EGY,1982,31.023712
Egypt,EGY,1983,29.02429
Egypt,EGY,1984,28.47543
Egypt,EGY,1985,27.050537
Egypt,EGY,1986,26.530107
Egypt,EGY,1987,26.522715
Egypt,EGY,1988,26.107258
Egypt,EGY,1989,28.052956
Egypt,EGY,1990,29.430912
Egypt,EGY,1991,29.321505
Egypt,EGY,1992,28.978495
Egypt,EGY,1993,29.843414
Egypt,EGY,1994,31.72258
Egypt,EGY,1995,33.094624
Egypt,EGY,1996,33.95806
Egypt,EGY,1997,34.80672
Egypt,EGY,1998,35.792873
Egypt,EGY,1999,39.778896
Egypt,EGY,2000,42.162823
Egypt,EGY,2001,42.87231
Egypt,EGY,2002,41.4708
Egypt,EGY,2003,38.35704
Egypt,EGY,2004,38.431293
Egypt,EGY,2005,37.668526
Egypt,EGY,2006,38.101566
Egypt,EGY,2007,42.078213
Egypt,EGY,2008,45.037678
Egypt,EGY,2009,41.365356
Egypt,EGY,2010,39.937374
Egypt,EGY,2011,40.633312
Egypt,EGY,2012,40.766834
Egypt,EGY,2013,40.441162
Egypt,EGY,2014,39.971863
Egypt,EGY,2015,42.064354
Egypt,EGY,2016,42.37162
Egypt,EGY,2017,41.250317
Egypt,EGY,2018,43.559
Egypt,EGY,2019,54.164448
Egypt,EGY,2020,64.57611
Egypt,EGY,2021,64.74202
Egypt,EGY,2022,62.478645
Estonia,EST,1985,0
Estonia,EST,1986,0
Estonia,EST,1987,0
Estonia,EST,1988,0
Estonia,EST,1989,0
Estonia,EST,1990,0
Estonia,EST,1991,0
Estonia,EST,1992,0
Estonia,EST,1993,0
Estonia,EST,1994,0
Estonia,EST,1995,0.019153222
Estonia,EST,1996,0.015961027
Estonia,EST,1997,0.025537638
Estonia,EST,1998,0.03830639
Estonia,EST,1999,0.053326555
Estonia,EST,2000,0.19035605
Estonia,EST,2001,0.091968246
Estonia,EST,2002,0.10662127
Estonia,EST,2003,0.13780963
Estonia,EST,2004,0.18540779
Estonia,EST,2005,0.32299137
Estonia,EST,2006,0.3894322
Estonia,EST,2007,0.44024774
Estonia,EST,2008,0.6209667
Estonia,EST,2009,1.6564227
Estonia,EST,2010,3.3014305
Estonia,EST,2011,3.6500385
Estonia,EST,2012,4.546047
Estonia,EST,2013,3.7770145
Estonia,EST,2014,4.318389
Estonia,EST,2015,4.73488
Estonia,EST,2016,4.763155
Estonia,EST,2017,5.5991955
Estonia,EST,2018,6.255312
Estonia,EST,2019,6.706607
Estonia,EST,2020,8.949064
Estonia,EST,2021,9.147321
Estonia,EST,2022,9.413746
Europe,,1965,1197.4302
Europe,,1966,1315.1621
Europe,,1967,1318.3085
Europe,,1968,1411.7631
Europe,,1969,1451.7943
Europe,,1970,1542.2856
Europe,,1971,1580.0513
Europe,,1972,1670.512
Europe,,1973,1720.7279
Europe,,1974,1894.1445
Europe,,1975,1997.9174
Europe,,1976,2011.013
Europe,,1977,2388.2148
Europe,,1978,2513.7935
Europe,,1979,2668.445
Europe,,1980,2798.4119
Europe,,1981,3093.3542
Europe,,1982,3168.3643
Europe,,1983,3446.747
Europe,,1984,3935.3083
Europe,,1985,4213.821
Europe,,1986,4320.964
Europe,,1987,4564.1904
Europe,,1988,4892.077
Europe,,1989,4825.915
Europe,,1990,4846.745
Europe,,1991,4955.461
Europe,,1992,5029.823
Europe,,1993,5186.0503
Europe,,1994,5142.8345
Europe,,1995,5238.0205
Europe,,1996,5296.304
Europe,,1997,5418.036
Europe,,1998,5476.52
Europe,,1999,5603.122
Europe,,2000,5769.873
Europe,,2001,5903.788
Europe,,2002,5765.534
Europe,,2003,5709.8945
Europe,,2004,5936.085
Europe,,2005,5974.0273
Europe,,2006,6002.5107
Europe,,2007,5994.3477
Europe,,2008,6136.7324
Europe,,2009,6085.038
Europe,,2010,6390.1567
Europe,,2011,6295.9873
Europe,,2012,6550.843
Europe,,2013,6749.559
Europe,,2014,6854.0693
Europe,,2015,6893.9463
Europe,,2016,6900.539
Europe,,2017,6924.275
Europe,,2018,7162.6616
Europe,,2019,7227.606
Europe,,2020,7360.588
Europe,,2021,7574.929
Europe,,2022,7152.2188
Europe (EI),,1965,958.11383
Europe (EI),,1966,1045.0894
Europe (EI),,1967,1057.6047
Europe (EI),,1968,1105.1862
Europe (EI),,1969,1111.6522
Europe (EI),,1970,1171.5496
Europe (EI),,1971,1200.1267
Europe (EI),,1972,1289.2327
Europe (EI),,1973,1326.6774
Europe (EI),,1974,1453.4224
Europe (EI),,1975,1562.3372
Europe (EI),,1976,1526.6653
Europe (EI),,1977,1834.7396
Europe (EI),,1978,1891.1658
Europe (EI),,1979,2021.4958
Europe (EI),,1980,2078.7412
Europe (EI),,1981,2331.6956
Europe (EI),,1982,2409.2646
Europe (EI),,1983,2630.8726
Europe (EI),,1984,2966.809
Europe (EI),,1985,3495.2734
Europe (EI),,1986,3571.6428
Europe (EI),,1987,3784.9106
Europe (EI),,1988,4119.4307
Europe (EI),,1989,4019.9102
Europe (EI),,1990,4086.0527
Europe (EI),,1991,4185.13
Europe (EI),,1992,4258.692
Europe (EI),,1993,4433.0425
Europe (EI),,1994,4435.6465
Europe (EI),,1995,4540.223
Europe (EI),,1996,4650.914
Europe (EI),,1997,4763.3164
Europe (EI),,1998,4839.182
Europe (EI),,1999,4885.754
Europe (EI),,2000,5005.6284
Europe (EI),,2001,5078.01
Europe (EI),,2002,4994.057
Europe (EI),,2003,4942.0337
Europe (EI),,2004,5161.7817
Europe (EI),,2005,5181.5664
Europe (EI),,2006,5207.702
Europe (EI),,2007,5161.1953
Europe (EI),,2008,5329.225
Europe (EI),,2009,5264.899
Europe (EI),,2010,5626.711
Europe (EI),,2011,5546.6426
Europe (EI),,2012,5813.1523
Europe (EI),,2013,5995.717
Europe (EI),,2014,6055.8135
Europe (EI),,2015,6159.621
Europe (EI),,2016,6142.3213
Europe (EI),,2017,6143.28
Europe (EI),,2018,6396.2783
Europe (EI),,2019,6532.6914
Europe (EI),,2020,6586.307
Europe (EI),,2021,6738.2974
Europe (EI),,2022,6406.3916
European Union (27),,1965,647.5686
European Union (27),,1966,709.03357
European Union (27),,1967,688.59204
European Union (27),,1968,706.0493
European Union (27),,1969,706.03125
European Union (27),,1970,762.8885
European Union (27),,1971,773.4582
European Union (27),,1972,842.4843
European Union (27),,1973,856.7012
European Union (27),,1974,934.34344
European Union (27),,1975,1031.7938
European Union (27),,1976,970.2297
European Union (27),,1977,1257.7515
European Union (27),,1978,1299.4832
European Union (27),,1979,1389.219
European Union (27),,1980,1437.8763
European Union (27),,1981,1655.2999
European Union (27),,1982,1708.035
European Union (27),,1983,1883.404
European Union (27),,1984,2196.0725
European Union (27),,1985,2508.9473
European Union (27),,1986,2620.6484
European Union (27),,1987,2775.34
European Union (27),,1988,2966.7173
European Union (27),,1989,2894.155
European Union (27),,1990,2968.0964
European Union (27),,1991,3066.981
European Union (27),,1992,3111.38
European Union (27),,1993,3206.4966
European Union (27),,1994,3233.6592
European Union (27),,1995,3303.0005
European Union (27),,1996,3415.252
European Union (27),,1997,3485.0974
European Union (27),,1998,3519.604
European Union (27),,1999,3567.2612
European Union (27),,2000,3673.6523
European Union (27),,2001,3813.7944
European Union (27),,2002,3702.3677
European Union (27),,2003,3711.2925
